symbol,MC,quoteInPool,quoteInPoolUSD,totalSupply,controlPercent,poolPercent,totalQuoteBalance,totalVolumeUSD,totalVolumeQuoteBuy,totalVolumeQuoteSell,totalVolumeBaseBuy,totalVolumeBaseSell,totalFee
ATI,123399.99999999999,8133.386219585772,11549.408431811795,1000000000,32.283896366816734,9.348013690744178,5340.747640873882,33472.93407646031,13579.839361964358,9354.016868779165,175648639.29041618,91242302.56100425,68.80156869223056
